Country Name,Region,Image URL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Uruguay,Americas,https://public.flourish.studio/country-flags/svg/uy.svg,"2,037,039","2,069,233","2,100,842","2,131,793","2,162,004","2,191,413","2,220,207","2,248,174","2,274,149","2,296,522","2,314,379","2,327,046","2,335,333","2,341,481","2,348,693","2,359,996","2,381,288","2,406,111","2,433,527","2,461,880","2,489,899","2,517,351","2,544,759","2,571,986","2,599,112","2,626,203","2,653,916","2,681,713","2,709,554","2,737,859","2,767,051","2,797,046","2,827,602","2,858,433","2,889,290","2,919,802","2,950,353","2,981,427","3,010,660","3,036,068","3,056,475","3,071,016","3,080,486","3,087,122","3,094,002","3,103,428","3,116,291","3,131,976","3,149,708","3,168,018","3,185,920","3,203,207","3,218,073","3,232,254","3,246,688","3,261,519","3,276,765","3,292,209"
USA,Americas,https://public.flourish.studio/country-flags/svg/us.svg,"126,462,473","129,276,215","131,988,693","134,615,404","137,215,986","139,663,053","142,008,703","144,288,757","146,463,196","148,629,124","150,922,373","152,865,492","154,531,732","156,034,954","157,488,501","159,070,594","160,611,122","162,256,678","164,005,080","165,847,531","167,551,171","169,552,427","171,528,659","173,459,636","175,321,738","177,239,105","179,244,877","181,215,212","183,232,441","185,333,919","187,966,119","191,509,147","195,199,459","198,806,845","202,278,113","205,718,394","209,146,726","212,694,273","216,206,090","219,721,677","223,069,137","225,792,302","228,400,290","230,876,596","233,532,722","236,200,507","238,999,326","241,795,278","244,607,104","247,276,259","249,858,829","252,257,346","254,708,202","257,095,490","259,623,192","262,196,447","264,746,567","267,278,643"
Uzbekistan,Asia,https://public.flourish.studio/country-flags/svg/uz.svg,"2,904,947","3,025,732","3,152,643","3,286,486","3,428,592","3,579,624","3,740,593","3,910,629","4,086,165","4,262,087","4,446,076","4,639,469","4,830,875","5,023,222","5,221,768","5,430,215","5,649,962","5,880,071","6,119,319","6,329,949","6,500,546","6,671,424","6,843,296","7,016,955","7,193,614","7,374,062","7,558,006","7,744,589","7,934,073","8,170,864","8,483,962","8,765,479","9,074,643","9,386,788","9,679,171","9,964,108","10,267,308","10,575,599","10,862,394","11,096,810","11,370,244","11,634,932","11,900,009","12,162,787","12,428,855","12,700,677","12,984,805","13,301,003","13,648,397","14,014,762","14,554,257","15,007,103","15,199,882","15,408,910","15,640,290","15,884,192","16,130,961","16,371,730"
Vanuatu,Oceania,https://public.flourish.studio/country-flags/svg/vu.svg,"6,627","6,954","7,300","7,661","8,034","8,416","8,804","9,201","9,615","10,052","10,524","11,032","11,574","12,150","12,753","13,378","14,031","14,706","15,401","16,175","17,044","17,929","18,832","19,762","20,729","21,743","22,807","23,921","25,101","26,334","27,443","28,645","29,939","31,282","32,625","33,923","35,157","36,340","37,526","38,775","40,109","41,555","43,126","44,809","46,563","48,362","50,207","52,100","54,048","56,048","57,802","59,406","61,032","62,680","64,353","66,048","67,768","69,511"
"Venezuela, RB",Americas,https://public.flourish.studio/country-flags/svg/ve.svg,"5,019,517","5,320,284","5,620,087","5,932,627","6,255,179","6,584,705","6,921,334","7,264,884","7,614,458","7,968,210","8,326,038","8,686,424","9,039,747","9,392,427","9,753,705","10,125,758","10,509,894","10,905,098","11,311,052","11,726,343","12,150,080","12,581,068","13,010,545","13,444,596","13,888,790","14,343,477","14,809,321","15,284,931","15,767,751","16,253,829","16,740,451","17,213,951","17,681,710","18,148,774","18,616,442","19,085,360","19,555,192","20,024,969","20,495,762","20,967,915","21,441,746","21,917,236","22,328,149","22,738,949","23,149,002","23,557,741","23,965,020","24,370,591","24,773,421","25,173,139","25,568,762","25,959,516","26,342,679","26,720,029","27,094,036","27,464,497","27,832,085","28,198,335"
Vietnam,Asia,https://public.flourish.studio/country-flags/svg/vn.svg,"4,802,582","5,060,452","5,330,609","5,613,369","5,908,497","6,216,993","6,538,935","6,874,013","7,221,218","7,578,084","7,943,534","8,183,628","8,423,010","8,662,886","8,905,602","9,152,354","9,403,764","9,659,708","9,922,435","10,195,285","10,465,078","10,741,161","11,028,833","11,326,210","11,631,159","11,941,868","12,257,689","12,576,950","12,900,764","13,278,715","13,817,220","14,372,410","14,941,662","15,518,499","16,096,447","16,668,605","17,231,977","17,787,158","18,335,227","18,908,644","19,568,803","20,233,862","20,907,922","21,590,520","22,287,690","23,000,295","23,731,187","24,481,969","25,256,248","26,061,216","26,910,684","27,796,909","28,720,281","29,671,797","30,646,249","31,635,611","32,635,787","33,642,782"
Virgin Islands (U.S.),Americas,https://public.flourish.studio/country-flags/svg/vi.svg,"18,355","19,847","20,734","24,120","25,276","27,526","29,839","32,344","37,397","41,232","44,174","50,208","54,905","61,467","66,711","71,094","73,363","72,044","75,091","76,204","79,855","80,915","81,947","83,005","84,015","84,921","85,733","86,498","87,230","87,965","91,160","92,529","93,936","95,290","96,515","97,507","98,277","99,010","99,649","100,159","100,587","100,749","100,953","101,183","101,374","101,582","101,718","101,896","102,154","102,355","102,500","102,619","102,694","102,717","102,720","102,701","102,651","102,551"
West Bank and Gaza,Asia,https://public.flourish.studio/country-flags/svg/ps.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,339,452","1,411,345","1,486,950","1,566,383","1,649,878","1,737,611","1,829,843","1,926,689","1,985,912","2,043,664","2,103,044","2,164,070","2,226,847","2,291,359","2,357,720","2,425,915","2,496,025","2,568,140","2,650,903","2,736,791","2,825,894","2,920,980","3,019,757","3,121,417","3,225,864","3,332,881","3,442,258","3,555,465"
"Yemen, Rep.",Asia,https://public.flourish.studio/country-flags/svg/ye.svg,"470,664","497,591","526,135","556,370","588,370","622,268","658,271","696,651","737,290","779,616","823,777","856,749","890,678","926,917","967,526","1,013,948","1,067,260","1,127,286","1,193,823","1,265,762","1,342,643","1,424,421","1,511,985","1,605,284","1,704,328","1,809,354","1,924,572","2,053,761","2,193,613","2,349,018","2,523,659","2,720,854","2,939,357","3,172,942","3,412,376","3,640,187","3,853,032","4,060,067","4,265,279","4,475,208","4,695,154","4,926,165","5,167,774","5,419,996","5,682,846","5,955,876","6,240,241","6,536,575","6,845,303","7,166,799","7,501,290","7,848,984","8,209,828","8,583,158","8,967,058","9,360,649","9,763,156","10,174,671"
Zambia,Africa,https://public.flourish.studio/country-flags/svg/zm.svg,"552,487","595,111","641,150","692,846","760,165","832,839","911,290","995,787","1,087,208","1,186,232","1,266,829","1,348,908","1,436,892","1,530,527","1,629,833","1,734,414","1,844,398","1,959,813","2,081,307","2,209,423","2,344,797","2,428,785","2,509,987","2,592,639","2,675,627","2,758,089","2,840,010","2,921,482","3,002,484","3,083,016","3,163,300","3,212,589","3,255,309","3,297,925","3,342,446","3,390,221","3,441,885","3,496,981","3,553,822","3,610,318","3,665,076","3,788,660","3,944,965","4,106,317","4,273,875","4,448,571","4,630,790","4,820,726","5,019,893","5,229,298","5,450,680","5,684,648","5,932,013","6,192,359","6,464,271","6,747,273","7,041,054","7,346,373"
Zimbabwe,Africa,https://public.flourish.studio/country-flags/svg/zw.svg,"472,468","496,270","523,204","561,146","601,709","644,773","690,528","739,175","791,074","845,606","898,591","955,456","1,016,386","1,080,922","1,148,663","1,215,307","1,284,118","1,355,385","1,430,794","1,512,619","1,602,697","1,701,543","1,809,079","1,932,155","2,063,525","2,200,562","2,343,238","2,491,436","2,643,488","2,797,468","2,951,881","3,105,552","3,258,168","3,374,241","3,483,496","3,592,172","3,701,048","3,809,730","3,917,525","4,023,161","4,125,987","4,225,519","4,323,307","4,356,041","4,381,920","4,413,845","4,452,539","4,497,911","4,550,222","4,609,702","4,676,094","4,749,752","4,830,153","4,915,898","5,009,411","5,109,528","5,215,921","5,328,745"
